matricola,cognome,nome,residenza,classe,nazione,data_nascita,cap
19741,DOMINGO,MAXIMO,LAVAGNO,2OE,China,06/10/2005,37026
20535,DE MARTINO,VITTORIO,SANT'AMBROGIO DI VALPOLICELLA,1OE,Romania,04/08/2005,37060
18878,ZAVATTIERI,LUCA,VERONA,2NE,Italy,15/03/2007,37020
20381,JIT,ANDREA,SCHIO,1NE,Italy,30/12/2000,37131
19807,BARCOTTO,GIORGIO,OPPEANO,1OE,Italy,18/07/2005,37134
18689,MASINI,GREGORY,BOVOLONE,3BL,Italy,05/12/2005,37064
20279,TINELLI,MATTEO,VERONA,3GI,Italy,04/02/2003,37020
19253,PLAKU,GABRIELE,CALDIERO,3AC,Italy,17/08/2005,37066
19017,RIGHETTI,FEDERICO,GREZZANA,4EI,Morocco,12/09/2007,37068
19457,LIBONI,LORENZO,VERONA,1DI,Italy,02/12/2004,37051
20101,PAOLETTI,MIRKO,SOMMACAMPAGNA,3AC,Italy,30/07/2001,37132
20356,RONCOLATO,GIACOMO,VERONA,2NE,Italy,16/10/2007,37138
18622,BELLERO,GABRIEL,SAN GIOVANNI LUPATOTO,3BI,Italy,29/07/2005,37068
20494,MILANI,LUDOVICO,CASTELNUOVO DEL GARDA,3FI,Italy,25/02/2003,37055
18949,FERNANDO MIHIDUKULASURIYA MUTHUBANDANA P,PAULO HENRIQUE,SAN ZENO DI MONTAGNA,3AT,Portugal,22/05/2004,37050
18694,CRACCO,ALESSANDRO,VERONA,4BI,Italy,07/09/2007,37013
19677,PERETTI,ZENO,VERONA,1HL,Italy,02/05/2006,37010
20516,MIHINDUKULASURIYA COSTA,OCTAVIAN,VERONA,1GL,Italy,09/02/2005,37059
19298,HU,FILIPPO,VERONA,2PE,Italy,18/02/2006,37069
20278,ZUMIANI,MATTEO,VERONA,5BI,Romania,20/03/2003,37066
20450,ARMANI,FRANCESCO,TREGNAGO,2BI,Italy,29/07/2006,37060
18704,GADIOLI,ANDREA,NEGRAR,4DI,Italy,27/06/2006,37014
19814,D'ANIELLO,EMILIO,VERONA,1CI,Italy,07/04/2003,37030
20528,FASOLI,CHRISTIAN,VERONA,2PE,Italy,24/12/2007,37060
19917,ZAVARISE,MICHELE,VERONA,1RI,India,07/03/2007,37014
19273,VERONESE,RICCARDO,VERONA,3AE,Italy,28/03/2003,37132
19255,FREGO,FRANCESCA,SAN GREGORIO DI CATANIA,1RI,Romania,01/04/2007,37030
19140,ZAMBON,JORGE,VERONA,3BL,Italy,22/04/2007,37138
19571,CASTELLI,RIAN,POVEGLIANO VERONESE,1EI,Italy,20/09/2003,37057
20152,BRUTTI,DANU,SAN MARTINO BUON ALBERGO,3BI,Italy,29/04/2006,37014
20296,NICOLAI,NICCOLO',VERONA,2LE,Italy,14/10/2003,37060
19592,LIU,JACOPO,VERONA,1LE,Italy,20/11/2005,37014
19101,FEMIA,MARCO,SONA,1CI,Italy,28/06/2007,37135
20464,NANI,GIACOMO,VERONA,5AT,Romania,19/10/2005,37020
18639,BISCA,FILIPPO,VERONA,1ME,North Macedonia,05/03/2003,37039
19133,MARIOTTO,GIOVANNI,VERONA,3AE,Italy,27/12/2007,37060
19113,CORRA',ANDREI,ISOLA DELLA SCALA,5EI,Italy,19/09/2007,37059
20462,RAJAPAKSHA HETTIACH MUDIANSELAGE,MARCO,VERONA,1NE,Italy,28/07/2006,37122
18796,OLIVERIO,MATTEO,GREZZANA,5EI,Romania,24/01/2003,37131
19960,CACCIATORI,OMAR,VIGASIO,5EI,Italy,14/09/2003,37060
19994,SAULEA,FEDERICO,BOVOLONE,3AE,Italy,08/04/2007,37134
18821,KORRI,EMMANUEL IDAHOSA,TREGNAGO,1NE,Italy,08/05/2005,37136
20414,SPELLINI,MATTEO,SOMMACAMPAGNA,1ME,Italy,30/07/2007,37134
19296,EL GADROURI,HUI BING,SORGA',1NE,Italy,24/10/2005,37137
20171,KAUR,LORENZO,SOMMACAMPAGNA,3BE,Italy,13/07/2006,37069
18312,BONINSEGNA,LORIS,SONA,2OE,Romania,27/08/2006,37127
20062,FASOLI,LUCA,CASTEL D'AZZANO,4AL,India,18/09/2007,80070
20198,CEOLONI,RAFAEL,SAN GIOVANNI LUPATOTO,3CI,Italy,13/02/2004,37139
20013,NEBBAGUI,ANDREA,VIGASIO,2BI,Italy,15/04/2003,37059
19538,EL KADDOURI,ANDREA,BRENZONE SUL GARDA,4AI,Italy,28/08/2006,37060
19243,AFRANIE,FEDERICO,VERONA,1RI,Italy,26/11/2001,37057
19077,STOPPELE,RICCARDO,CAVAION VERONESE,2ME,Italy,20/01/2003,37023
20338,DAL BOSCO,MICHELE,BUSSOLENGO,1GL,Italy,26/11/2002,37057
19638,CALIARI,FRANCESCO,SOMMACAMPAGNA,3BE,Italy,24/09/2003,37020
20112,SOFFIATTI,PIETRO,VERONA,1QL,Romania,22/10/2003,37014
19293,PARISE,SAMUELE,SAN MARTINO BUON ALBERGO,1DI,Italy,22/03/2002,37014
19637,FRAIZZOLI,JONATHAN,OPPEANO,1LE,Italy,04/07/2007,37063
20248,BERRIGHI,FRANCESCO,PESCANTINA,4AL,Italy,22/05/2004,37057
20125,CINQUETTI,PIETRO,VERONA,3AL,Italy,03/07/2004,37030
19734,KOCI,RAZVAN UMBERTO,SAN GIOVANNI ILARIONE,5EI,Italy,18/05/2005,37131
19945,BATTAGLIA,FRANCESCO,VERONA,2OE,Italy,25/09/2004,37137
19346,ZORZI,DIEGO,VERONA,4BL,Italy,08/02/2007,37135
19761,FARCAS,ANDRIAN,SOMMACAMPAGNA,4AL,Italy,02/06/2003,37139
18866,PERONI,ALESSANDRO,VIGASIO,1OE,Italy,29/05/2006,37135
19463,CANINO,GABRIELE,VERONA,5AL,Italy,17/02/2006,37030
19954,MEGNA,GABRIELE,ISOLA DELLA SCALA,3AT,Italy,07/06/2003,37135
18864,LOVATO,ALESSANDRO,CAPRINO VERONESE,4AI,Italy,09/09/2005,37131
20369,TINAZZI,SHENG QUN,VERONA,2GL,Italy,26/11/2007,37064
19201,FERRARINI,FILIPPO,CASTEL D'AZZANO,2GL,Italy,10/10/2004,37126
19268,PASTRELLO,FERNANDO,VERONA,2ME,Italy,10/06/2006,37059
20536,KLEIN,ALESSIO,VIGASIO,2FL,Italy,02/10/2006,37124
18927,SINGH,LORENZO,TORRI DEL BENACO,4AI,Italy,22/10/2005,37057
19847,TOTARO,GIACOMO,VERONA,3AI,Italy,09/01/2003,37134
20160,TOFFALINI,CRISTIAN,VERONA,2NE,Italy,01/09/2003,37014
19418,FRANZINI,ANDREA,CAPRINO VERONESE,1SE,Italy,26/11/2003,37060
19729,DALLA BETTA,SEBASTIANO,VERONA,2HL,Italy,17/11/2003,37060
19790,BEVERARI,NICOLA,ZEVIO,1CI,Italy,21/01/2007,37030
19042,FRAMBA,CRISTIAN,CASTELNUOVO DEL GARDA,5AT,Italy,27/05/2006,37030
19872,PIUBELLO,MIRKO,GREZZANA,4BI,Italy,27/09/2007,37016
19474,CUNEGO,ISACCO,VERONA,5AL,China,13/08/2005,37050
19857,VERARDO,RICCARDO,CERRO VERONESE,4EI,Italy,02/10/2006,37030
18605,TOMMASI,OBED MANU,COLOGNOLA AI COLLI,3AC,Italy,25/10/2004,37069
19143,CORRA',ALESSANDRO,SANT'AMBROGIO DI VALPOLICELLA,2EI,Morocco,18/05/2004,37139
19809,PIZZOLATO,NICOLAS,VERONA,4BL,Italy,05/04/2006,37138
18978,SEMPREBON,ALBERTO,RONCO ALL'ADIGE,1AI,Italy,12/04/2005,37067
18749,RISEGATO,LORENZO,ZEVIO,1PE,Italy,29/09/2003,37063
20525,NARKAJ,FILIPPO,VILLAFRANCA DI VERONA,3BI,Italy,07/07/2005,37066
19712,PESCETTA,FILIPPO,OPPEANO,2IL,Italy,08/06/2007,37137
18647,SIRBU,ANDREI,VALEGGIO SUL MINCIO,2IL,Italy,22/09/2005,37063
19349,VANONI,ROBERTO,VERONA,4EI,Italy,25/05/2003,37067
20060,FAVUZZA,SAMALKA THUSHAN,VERONA,2ME,Italy,13/08/2007,37020
19701,MARELLA,MATTEO,COLOGNOLA AI COLLI,1ZE,Italy,07/09/2006,37021
18576,PETROV,ELIA,VERONA,2GL,Poland,01/10/2003,37060
19276,CREMA,GIACOMO,CAPRINO VERONESE,2CI,Italy,02/05/2006,37023
19834,QUARTI,MATTEO,CERRO VERONESE,4EI,Italy,08/06/2006,37038
19659,BISSOLI,DERICK ATAKORAH,CASTELNUOVO DEL GARDA,3BL,Italy,15/12/2004,37137
19279,DALLI CARDILLO,NICOLA,GAZZO VERONESE,3DI,China,10/04/2005,37026
20384,ASARAPPULIGE,FRANCESCA,BUSSOLENGO,3GI,Italy,12/12/2005,37138
18862,TESSERA,ALESSANDRO,SAN GIOVANNI LUPATOTO,4AL,Italy,14/06/2006,37060
18902,FASOLI,AIMAR,VERONA,3EI,Italy,31/10/2005,37124
19822,FIORIN,GRACE PRAISE,RONCO ALL'ADIGE,2CI,Italy,13/04/2007,37122
19054,FERRARI,PAOLO,VILLAFRANCA DI VERONA,5EI,Italy,10/12/2005,46040
19148,SOUZA DOS SANTOS,FRANCESCO,CASTEL D'AZZANO,4BL,Albania,16/03/2003,37132
19354,FAVA,JOVAN,SAN PIETRO IN CARIANO,2ME,Italy,04/02/2006,37124
19670,ZUMELLA,MUSKAN,ILLASI,3AE,Italy,28/12/2007,37055
19667,FLORESCU,PIETRO,VERONA,3EI,Italy,14/06/2006,37060
20283,ATILGAN,RICCARDO,VERONA,4EI,Germany,29/08/2005,37057
19882,MARCHESINI,MATTEO,SAN GIOVANNI LUPATOTO,2BI,Italy,30/06/2003,37036
20454,DELLIS,MATTIA,OPPEANO,5AI,Italy,18/11/2007,37059
20215,SGRO',ANDREA,VERONA,3BL,Italy,27/08/2007,37135
18638,MIRANDOLA,PIETRO,SAN PIETRO IN CARIANO,2ME,Italy,09/02/2007,37138
19089,SARTORELLI,MARIO STELIAN,SONA,1FL,Italy,04/06/2004,37060
18714,BURATO,FILIPPO LINO,VERONA,2ME,Italy,20/12/2006,37134
18993,GAUREANU,GIOVANNI,OPPEANO,4AE,Italy,21/05/2007,37134
20242,BIASI,MARCO,SONA,4BL,Italy,29/10/2006,37059
18315,FERRI,LUCIAN,VERONA,2PE,Italy,21/06/2004,37057
20099,RIGO,MATTIA,SAN GIOVANNI LUPATOTO,2IL,Italy,14/02/2002,37062
19127,DE LUME',DANIEL VALENTIN,PESCHIERA DEL GARDA,1OE,Italy,02/01/2006,37126
18693,PICCOLI,GABRIELE,VERONA,5CI,Italy,25/09/2004,37139
19505,CITARELLA,LUCA,VERONA,2GL,Italy,13/04/2007,37134
19631,LUGOBONI,MATTEO,SAN PIETRO IN CARIANO,5BI,Italy,16/01/2006,37139
20204,CENERINI,ALBERTO,COLOGNOLA AI COLLI,1HL,Italy,28/12/2003,37047
18142,PERNIGO,TOMMASO,VERONA,4AL,Italy,19/01/2005,37026
19124,GRIGOR,YASSINE,VERONA,2CI,Italy,06/06/2005,37066
20504,SAIRITUPAC FUENTES,CHRISTIAN,VIGASIO,1GL,Italy,22/07/2005,37132
19494,LAAGUIBY,KACPER,COLOGNOLA AI COLLI,2FL,Italy,21/11/2005,37057
19860,CAMBI,SAMUELE,VERONA,1GL,Italy,19/08/2005,37060
18906,CESTARO,DAVIDE,VERONA,4AT,Italy,14/12/2006,37030
18822,BETTO,CHRISTIAN,PESCHIERA DEL GARDA,5BL,Italy,17/05/2006,37139
18692,TACCHELLA,DAVIDE,VALEGGIO SUL MINCIO,5AT,Italy,22/11/2001,37011
19933,GIRARDI,FEDERICO,OPPEANO,2DI,Italy,03/02/2005,37138
19377,MARCHIO,NOEMI,VERONA,5AE,Italy,31/12/2007,37063
19870,CASTAGNA,MIKELE,VERONA,2DI,Italy,21/06/2006,37138
19623,MAZZOLENI,DIKSHA,ILLASI,5AL,Italy,01/07/2005,37100
18423,ZECA,MATTIA,SAN GIOVANNI LUPATOTO,1GL,Italy,17/01/2006,37012
19935,CANOVA,MATTIA,VERONA,1AI,Italy,24/02/2006,37023
18698,TOMKIEWICZ,ALESSANDRO,BACOLI,1DI,Italy,05/05/2006,37066
19316,LAIOS,ALESSANDRO,VERONA,1HL,Italy,21/11/2006,37138
18649,LICKA,NICOLA,SAN GIOVANNI LUPATOTO,5EI,Italy,16/11/2007,37134
19546,PARONI,HASSNA,SANT'ANNA D'ALFAEDO,2EI,Romania,06/07/2005,37131
18528,ANDREETTO,DAVIDE,VERONA,1AI,Italy,08/06/2007,37051
18811,BRUNELLI,MICHELE,VERONA,2PE,Italy,22/03/2007,37066
20502,SANDRI,RICCARDO,SONA,4EI,Italy,07/10/2007,37142
19916,VERONESE,GIACOMO,VERONA,1RI,Italy,16/02/2006,37012
20269,DI BERARDINO,ADRIAN,CALDIERO,2FL,Italy,21/04/2005,37066
19270,AVRAM,CHRISTIAN,BUTTAPIETRA,3GI,Italy,26/10/2005,37023
20262,MARCHIORO,MIDUM PRAMASH,SONA,5AC,Italy,17/03/2007,37059
20439,TAMASSIA,VITO ANTONIO,SONA,1RI,Romania,31/10/2006,37026
20319,DE LORENZO,ALI,VERONA,1NE,Italy,04/11/2004,37010
18226,POLICANTE,FRANCESCO,CAPRINO VERONESE,2NE,Italy,22/05/2004,37021
20100,WICKRAMASINGHE ARACHCHIGE DON,SYED HAMID,CAVAION VERONESE,3EI,Moldova,10/10/2003,37124
19021,ABBONDANZA,NICOLO',BUSSOLENGO,5AI,Italy,06/07/2003,37020
19356,SCAGLIA,SONAL RUSIRU,VERONA,2EI,Italy,24/10/2003,37036
19842,MESKI,LINDA,VERONA,5DI,Italy,27/08/2007,37030
20299,ZANONI,ALESSANDRO,VIGASIO,1EI,Italy,19/01/2007,37138
19305,MARTIGNONI,ALBERTO,ZEVIO,5CI,Italy,12/06/2006,37031
18645,FINEZZO,EDOARDO,VERONA,4AE,Italy,27/05/2004,37131
19375,KAUR,DANIELE,CAVAION VERONESE,5DI,Italy,24/02/2003,37131
19282,AIGBE,SAMUELE,VILLAFRANCA DI VERONA,2FL,Italy,17/09/2007,37134
19157,MUTAWAKIL,RIAN PEDRO,VERONA,5AI,Italy,17/05/2007,37060
19819,JIANG,DANIEL,CASTELNUOVO DEL GARDA,4AC,Italy,18/10/2001,37139
19969,SANZIO,SAMUELE,VERONA,3FI,Italy,08/03/2002,37030
19370,FEBI,LORENZO,TREVENZUOLO,2CI,Italy,22/01/2004,37139
20446,PETRISOR,DANIEL,BOSCO CHIESANUOVA,5AI,Italy,24/04/2007,37023
18933,LENGHEL,SALVATORE,SOMMACAMPAGNA,3AL,Italy,15/11/2003,37020
19573,FALSAROLO,GIORGIO LUCA,VERONA,5AL,Italy,31/01/2007,37012
20407,KOCI,GABRIEL,BARDOLINO,1OE,Italy,25/08/2005,37060
19624,CORSINI,JACOPO,PESCANTINA,3CI,Italy,27/11/2003,37136
18574,FINATO,NICOLA,LAVAGNO,3AI,Italy,19/10/2004,37059
18905,OKUNOGHAE,PIETRO,VERONA,3BI,Italy,04/04/2003,37014
19105,PREMOLI RAMOS,NICCOLO',LAZISE,2CI,Italy,30/03/2004,37055
18925,TULLINI,EMANUELE,VERONA,2DI,Italy,18/10/2007,37012
19853,SIOTTO,SADISHA,PESCANTINA,2AI,Italy,31/07/2007,37036
18889,CIPRIANI,GIACOMO,VERONA,1SE,Italy,20/12/2004,37132
18894,BATTISTONI,BALRAJ,VERONA,3AE,Italy,23/05/2004,37031
20419,BLAJ,LIFE ALESSANDRO,PESCANTINA,3AC,Italy,19/10/2004,37021
20156,BUSSOLA,ANDREA,VERONA,4AT,Italy,15/09/2003,37010
19062,TRENTIN,ZENO,VALEGGIO SUL MINCIO,5AI,Moldova,01/01/2001,37066
18664,QUARTEY,LORENZO,VERONA,1PE,Italy,01/08/2007,37060
19622,GARONZI,BLESSING ESOSA,VERONA,3AT,Italy,15/09/2007,37057
19680,BURLA,ANDREA,CASTELNUOVO DEL GARDA,4AI,Italy,28/04/2004,37125
18604,CRUPI,ROSOLINO MANUEL,NEGRAR,5BL,Italy,23/11/2007,37013
19125,OLIVIERO,WATHIKA FRANCESCO,VERONA,2BI,Italy,18/08/2006,37023
19482,PELLEGRINI,DANIELE,GREZZANA,1GL,Italy,04/06/2003,37123
19446,POENARIU,ALESSANDRO,OPPEANO,2DI,Italy,09/05/2007,37015
20043,BORZELLINO,FRANCESCO,SONA,4AC,Italy,07/05/2003,37132
20065,GIULIARI,NICOLO',BUSSOLENGO,3BI,Italy,03/11/2007,37036
20383,GALLINA,LORENZO,VERONA,3AT,Italy,17/11/2007,37013
19137,BELTRAMINI,ZENO,VERONA,2LE,Italy,28/05/2004,37059
20214,RUSSO,LUCA,PESCANTINA,5AL,Italy,25/06/2004,37129
18587,LEONI,ALESSANDRO,ISOLA DELLA SCALA,2HL,Italy,18/10/2006,37024
19758,AVESANI,GABRIELE,BUSSOLENGO,2DI,Italy,26/08/2007,37132
20220,GENTILE,LEON,VIGASIO,1RI,Italy,29/01/2006,37132
19975,PIETROPOLI,NICOLO',SONA,1LE,Italy,16/06/2006,37019
18715,ROVETTI,HAI PIN,COLOGNOLA AI COLLI,1AI,Brazil,30/09/2005,37012
19525,ARRIVABENE,GABRIELE,ILLASI,2CI,Italy,06/06/2004,37129
18555,BRUNELLI,MARCO,VALEGGIO SUL MINCIO,5EI,Italy,23/08/2007,37051
18695,KASWALDER,PIETRO,SOMMACAMPAGNA,2DI,Italy,19/12/2005,37013
20196,TESSARO,NICOLO',SONA,1FL,Romania,31/08/2004,37059
20315,EL HARIT,ANNA,VERONA,2HL,Slovakia,11/11/2007,37057
20105,MARCHESINI,CATERINA,BUSSOLENGO,1OE,Italy,22/09/2004,37100
18935,BELLAMOLI,DIEGO,POVEGLIANO VERONESE,4CI,Italy,30/04/2007,37060
18731,MASSIMO,KOBBINAH,VERONA,3AT,Italy,16/10/2003,37024
19749,AGNOLINI,SOFIA,SAN PIETRO IN CARIANO,1LE,Italy,14/03/2006,37133
19910,FEDRIGHI,DANIIL,ILLASI,3AI,Italy,09/05/2007,37135
19417,MELDO,MARKO,SOMMACAMPAGNA,2EI,Italy,21/10/2003,37132
20480,ARBUSTI,MATTEO,OPPEANO,5AL,Italy,21/09/2005,36069
19210,DAIMOUSSI OUAFI,MUHAMMAD TALHA,NOGARA,2GL,Italy,15/07/2004,37020
18619,SUMMA,ADAM,COLOGNOLA AI COLLI,1DI,Italy,06/08/2006,37030
19946,VESENTINI,PIETRO,VERONA,1SE,Italy,07/09/2005,37031
20161,ALBI,MATTEO,VERONA,1LE,Italy,20/06/2003,37010
19138,REANI,SUKHMAN SINGH,VERONA,2EI,Italy,30/01/2006,37067
19901,CICCHELLERO,GIACOMO,SAN GIOVANNI LUPATOTO,3BE,Italy,24/11/2004,37136
19390,CASTIONI,ALESSANDRO,CASTEL D'AZZANO,3BI,Italy,22/08/2004,37142
19007,BOSCO,MARCO,BUSSOLENGO,1AI,Italy,10/03/2004,37057
20264,SALETTI,CHRISTIAN,PESCANTINA,2PE,Italy,16/06/2007,37138
20468,ZANTEDESCHI,NICOLO',PASTRENGO,3AL,Italy,30/08/2004,37026
19905,IVAN,LORENZO,VERONA,2OE,Italy,07/01/2006,37032
20284,HASSIA,ALESSIO,MARANO DI VALPOLICELLA,3CI,Italy,24/04/2007,37030
18932,GALLI,MATTIA,VERONA,1FL,Italy,21/05/2007,37067
19032,ARAPAJ,LORENZO,SONA,3FI,Italy,22/07/2005,37021
20534,CILIBERTI,BEATRICE,VERONA,5AI,Italy,13/12/2006,37028
18826,LONARDI,ALEC,SAN BONIFACIO,3FI,Italy,27/07/2004,37137
18136,SPAHO,EDOARDO,VERONA,2OE,Italy,24/09/2003,37022
19468,EGBUNIKE,MATTIA,GREZZANA,5BI,Italy,08/09/2006,37050
20180,RENDA,ADI,VERONA,1HL,Nigeria,25/05/2004,37036
18910,RAGUIGUE,TOMMASO,SOMMACAMPAGNA,2HL,Italy,05/01/2005,37137
19663,BRUNO,ENRICO,SORGA',2FL,Romania,21/03/2005,37125
19990,BALTIERI,SIMONE,SAN GIOVANNI LUPATOTO,2AI,Romania,15/12/2006,37057
20339,MOTOC,RICCARDO,BOVOLONE,1IL,Pakistan,15/09/2006,37132
19306,QUARELLA,DENIS,SONA,1HL,Italy,07/01/2006,37050
19407,FASOLI,FEDERICO,TREGNAGO,1HL,China,19/11/2004,37134
19265,GRIGOLETTI,ALEXANDRO,SOAVE,1RI,Romania,11/12/2005,37122
18378,BIANCHI,FRANCESCO,VIGASIO,1QL,Italy,18/05/2007,37133
19447,MARAULA,MATILDE,SOMMACAMPAGNA,3BL,Italy,01/07/2007,37051
20328,BONFANTE,EDOARDO,VERONA,3DI,Sri Lanka,04/08/2005,37131
20354,TEZZA,MANUEL,ZEVIO,2GL,Italy,07/05/2005,37067
20307,ARDUINI,NICOLA,VERONA,1OE,Italy,27/09/2006,37136
18573,SANDRINI,ROCCO,SOMMACAMPAGNA,1EI,Sri Lanka,05/10/2003,37134
19171,TEODORU,ALESSANDRO,VERONA,2GL,China,13/03/2002,37029
18158,FRADI,RICHMOND,ZEVIO,3AI,Ghana,08/05/2006,37026
20209,DELL'ERA,EMANUELE,VERONA,3AI,Italy,14/11/2004,37131
19337,COMERLATI,SALVATORE MANUEL,SAN PIETRO IN CARIANO,2GL,Italy,24/11/2007,37060
19869,MOTTA,DAVID,VILLAFRANCA DI VERONA,1EI,Italy,10/06/2004,37068
18816,CONATI,TOMMASO,SOMMACAMPAGNA,1FL,Italy,22/10/2007,37050
18408,BAISEL,MARCO,SANT'AMBROGIO DI VALPOLICELLA,2FL,Italy,26/11/2005,37131
19658,BUSSINELLI,EMANUELE IONUT,VERONA,5AI,Italy,12/02/2003,37026
19828,POIESI,MARCO,ISOLA DELLA SCALA,2GL,Italy,28/06/2004,37062
18545,GALBERO,NICOLO',SAN GIOVANNI LUPATOTO,1NE,Italy,18/05/2001,37131
18745,CASTELLI,MIRKO,VERONA,5CI,Italy,26/09/2007,37031
19835,FASOLO,THOMAS,VERONA,2CI,Italy,22/07/2007,37135
19309,BARBAZZA,CRISTIAN MATTEO,ZEVIO,4EI,Albania,03/03/2001,37020
20235,MICHELETTI,OMAR,VERONA,4BL,Nigeria,02/08/2007,37124
18732,TARELEA,ABDUL SALLIM,RONCO ALL'ADIGE,2CI,Italy,21/04/2003,37030
20304,CALIARI,MATTEO,VILLAFRANCA DI VERONA,5AT,Romania,08/11/2005,37057
19168,GIUSTI,SASIKA CHAMARA PERERA,VERONA,1PE,Italy,11/04/2006,37139
20253,CRISTOFOLI,RICCARDO,PESCANTINA,5EI,Italy,16/06/2006,37014
20153,GONZATO,ELVIS,SAN MARTINO BUON ALBERGO,2OE,Italy,14/04/2006,37024
19544,GANDOLFI,STEFANO,VERONA,2ME,Italy,06/05/2004,37012
19524,MAGGIOTTO,YOUSSEF,VERONA,1CI,Italy,29/11/2004,37060
19829,ZEGGIOTTI,LORENZO ALIPRANDO,VERONA,2AI,Italy,07/09/2007,37063
18952,ANDRONIK,ALEJANDRO,VERONA,3FI,Italy,22/12/2004,37042
18764,ROSSI,MASSIMO,SOMMACAMPAGNA,1LE,Italy,07/12/2007,37131
18632,NICOLIS,MATTIA,COLOGNOLA AI COLLI,5AC,Italy,25/02/2004,37138
19009,KOGGALA LIYANAGE,KISAL THARUSHA,VERONA,1IL,Italy,24/12/2004,37010
19804,PRETTO,TOMMASO,VERONA,3AE,Romania,04/08/2007,37131
19826,JACE,MATTEO,VERONA,5BL,Italy,10/05/2003,37129
19467,HAPCA,ALESSANDRO,SIRMIONE,4EI,Italy,21/04/2007,37059
19251,LANZINI,FLAVIO,SAN MARTINO BUON ALBERGO,1ME,Italy,30/11/2007,37047
19287,MONTEIRO SPENCER,SIMONA ANGELA,CAVAION VERONESE,4CI,Italy,23/11/2002,37066
19579,RIZZA,ALESSANDRO FLAVIO,VERONA,5AT,Italy,29/05/2006,37012
19551,DE LUME',EDOARDO,FUMANE,4EI,Albania,23/04/2007,37055
19837,VERONESE,ALESSANDRO,TREGNAGO,4BL,Italy,05/04/2007,37060
20005,BELTRES PEREZ,MALITH ANGELO,VERONA,1NE,Italy,23/04/2005,37063
20111,MENEGATTI,TOMMASO,VERONA,1GL,Italy,13/12/2003,37135
19958,MANTOVANI,GABRIELE,ISOLA DELLA SCALA,1IL,Italy,05/06/2006,37139
19563,ZUMMO,MARCO,BARDOLINO,3BL,Italy,20/04/2007,37134
18606,GATTI,MARTINA,SANGUINETTO,1AI,Italy,11/10/2007,37024
19451,RIGHETTI,PIETRO,VERONA,1QL,Italy,22/07/2004,37135
20493,PANATO,DAVIDE,BOVOLONE,4CI,Italy,29/03/2007,37047
18738,SANGARAJAGE APPUHAMY,ENRICO,ZEVIO,1SE,Italy,18/07/2004,37066
19589,BUMBAR,KAYRON,PESCHIERA DEL GARDA,2EI,Italy,19/07/2005,37130
19312,DELLA MORTE,ADAM,VERONA,3FI,Italy,12/06/2004,37028
19744,PERINA,GIOVANNI,PESCANTINA,5CI,Italy,02/01/2006,37039
19603,CRISCENTI,DANTE,VERONA,1EI,Morocco,02/05/2003,37026
19731,TENIKA,LORENZO,ISOLA DELLA SCALA,2BI,Nigeria,19/10/2006,37138
20413,CONTI,LINDA,VIGASIO,1NE,Italy,31/12/2004,37067
19121,MUSTO,GIOVANNI,VERONA,2FL,Italy,06/08/2007,37124
18963,AGANETTI,EMMANUEL NOSAKHARE,ZEVIO,4AC,Italy,02/06/2006,37138
19120,FINI,LEONARDO,SOAVE,4AL,Romania,08/10/2007,37135
19421,MANCUSI,MATTEO,VERONA,2NE,Italy,09/06/2007,37060
19743,CAMBIOLI,VITTORIO,TREGNAGO,4AC,Italy,09/11/2003,37132
19752,SCOGNAMIGLIO,OMAR,TREVENZUOLO,2LE,Italy,21/08/2007,37139
20240,RUOTOLO,ALEKSANDAR TSONEV,ARCOLE,1LE,Italy,13/11/2006,37021
20103,CACCIATORI,DIEGO,VERONA,3AL,Italy,27/01/2003,37029
19929,DE MORI,RICCARDO,NEGRAR,1BI,Italy,01/11/2003,37138
19925,AHMAD,EDOARDO,VERONA,1PE,Italy,09/11/2005,37139
20404,LODOLA,MARCO SAMUEL,VERONA,4AT,Sri Lanka,23/08/2005,37066
19892,MADONNA,DON SAVIN IMANTHA,ISOLA DELLA SCALA,3AL,Italy,13/11/2007,37051
19890,ZORDAN,CORINA,MONZAMBANO,1ME,Italy,20/09/2007,37020
20308,VERSINI,TOMMASO,VERONA,4BI,Italy,09/12/2007,37135
20367,FARNEA,FRANCESCO,VERONA,5DI,Italy,04/05/2006,37059
20425,BELLONI,SIMONE,CERRO VERONESE,1CI,Italy,19/07/2005,37134
19223,CECCHINI,MARC ALDRED,SONA,3CI,Italy,24/06/2004,37023
19736,LEFTER,DENIS,CASTELNUOVO DEL GARDA,5DI,Italy,07/02/2005,37141
19815,MARCHESE,LEONARDO,AFFI,2IL,Italy,10/01/2007,37137
20330,LOVATO,DANIEL,VIGASIO,5AT,Italy,12/03/2007,37069
19074,BARCHAM,JIA WANG,BUTTAPIETRA,4CI,Italy,26/07/2002,37050
20350,PIANA,NICOLO',PESCANTINA,1RI,Italy,20/05/2007,37029
19549,GHERONTE,ALESSANDRO,LAZISE,1BI,Italy,16/10/2007,37013
19632,MONDIA,GIADA,VERONA,3BE,Italy,23/04/2005,37142
17980,BUNIOTTO,PATRICK,VERONA,2EI,Italy,09/02/2004,37036
19770,MACARIO,MELISSA,VERONA,5AI,Italy,31/10/2004,37138
18674,PERLINI,VINCENZO,SONA,2DI,Italy,23/06/2006,37060
19330,GHERMANSCHI,MASSIMO,VERONA,5BI,Italy,05/07/2006,37013
